lines_of_code,cyclomatic_complexity,number_of_functions,number_of_parameters,nested_depth,if_statement_count,loop_count,imports_count,dependency_count,duplicate_code_score,exception_handling_count,database_queries,external_api_calls,cpu_usage,memory_usage,average_response_time,test_coverage,historical_bug_count,api_failure
979,65,44,64,1,27,6,30,3,0.03,8,2,4,81.78,1343.31,4607.13,34.22,45,1
4568,21,86,56,4,9,32,13,13,0.391,18,9,8,85.15,1430.06,4950.95,31.15,25,0
3087,13,44,26,1,49,12,16,16,0.459,4,8,5,53.37,649.4,3508.32,42.85,4,0
835,57,74,112,6,32,0,2,27,0.718,5,22,4,65.11,2038.78,2574.85,80.77,4,0
4774,49,62,132,4,47,12,45,4,0.706,17,19,9,66.68,240.15,713.56,93.83,37,0
4662,54,6,70,1,15,26,18,12,0.34,0,18,9,44.29,348.57,1927.03,45.52,46,1
3140,10,17,82,9,58,6,35,24,0.339,16,21,4,41.87,1830.66,2866.56,8.58,26,0
36,53,51,56,4,9,2,45,2,0.129,13,14,7,18.5,272.27,4999.04,93.83,4,0
1263,44,38,119,6,32,24,19,4,0.206,14,8,10,37.09,800.67,643.64,8.04,7,0
2225,47,24,92,7,35,32,13,15,0.741,4,18,0,94.13,1510.01,3967.45,15.91,30,1
2544,53,51,14,8,2,39,4,18,0.113,16,7,4,26.37,1627.65,4994.71,86.77,32,0
1089,74,10,110,11,4,16,19,27,0.775,10,21,0,72.67,1956.61,4028.4,55.15,20,1
3464,46,72,100,9,11,13,25,18,0.404,9,3,14,6.58,1623.78,3838.05,35.27,34,1
2585,13,21,118,9,56,36,38,16,0.365,16,4,6,44.94,1734.58,1300.82,93.09,20,0
1080,37,70,75,8,43,22,31,17,0.14,0,18,13,6.49,1945.94,26.78,96.05,14,0
2347,24,85,157,10,12,23,36,17,0.529,4,13,14,45.73,1148.23,1137.68,33.08,35,0
3440,2,57,19,11,23,28,4,24,0.368,15,17,6,3.59,724.36,3951.1,86.84,1,0
321,14,39,164,3,43,37,39,22,0.297,6,24,12,58.65,1567.41,545.33,67.85,29,0
4296,10,88,130,2,56,26,7,7,0.212,11,18,9,56.13,361.7,1487.63,27.45,27,0
626,35,33,72,5,31,37,16,17,0.053,7,5,7,76.0,169.56,2816.9,94.14,16,0
3190,25,59,121,1,15,39,48,8,0.415,17,4,13,55.83,1615.23,2903.25,6.31,43,0
719,3,18,40,3,31,22,5,28,0.25,0,10,6,88.04,1948.55,2719.51,31.79,19,0
1159,17,56,166,1,44,30,47,18,0.566,19,23,10,74.61,923.97,4904.61,39.63,39,0
210,12,92,153,3,36,35,23,9,0.579,11,4,8,13.47,356.85,71.31,69.07,28,0
2320,54,57,129,4,55,16,36,28,0.266,3,7,7,25.95,1033.99,2443.12,3.84,4,0
1000,24,96,22,7,35,36,32,1,0.535,11,4,7,3.47,824.93,2527.06,88.98,24,0
2995,29,76,22,5,20,2,24,27,0.207,0,10,2,37.3,782.91,1473.68,65.91,9,0
1204,43,48,143,5,46,35,25,16,0.582,0,12,14,48.9,1298.21,2630.11,27.5,18,0
3347,25,42,8,1,11,4,45,24,0.013,2,5,9,89.92,384.27,3369.67,65.83,40,0
3414,60,27,12,8,50,14,28,23,0.121,11,4,14,50.09,799.05,3367.05,53.69,47,1
147,65,74,155,4,20,5,19,12,0.196,12,17,3,74.42,1783.25,448.41,33.63,0,0
2085,28,52,154,10,59,9,7,27,0.618,12,9,3,26.19,1503.0,4014.28,2.86,46,1
1836,16,42,50,5,50,31,44,10,0.053,8,15,0,15.4,144.07,4654.24,55.11,33,0
589,47,32,63,2,20,22,41,15,0.15,17,21,5,77.22,1068.03,626.82,8.22,13,0
1915,58,26,51,1,42,16,17,19,0.287,0,13,1,24.26,216.05,2089.04,81.02,24,0
2753,76,25,37,9,52,19,2,6,0.007,5,22,14,82.91,1962.31,2563.63,8.85,25,1
3883,27,75,99,2,5,14,16,27,0.61,4,14,8,16.97,525.2,682.76,42.87,20,0
4741,53,23,192,6,8,21,39,29,0.448,3,2,13,81.05,1912.16,2521.89,43.46,15,1
4034,42,98,145,1,0,5,18,2,0.721,5,2,0,73.65,1713.36,1042.23,55.62,9,0
2921,59,57,190,1,11,3,39,15,0.025,2,11,0,58.45,1143.55,4677.45,3.95,31,1
1706,47,52,50,9,57,22,1,18,0.217,16,22,10,80.92,709.99,2247.87,20.38,43,0
3029,34,87,136,4,13,18,3,19,0.585,10,14,12,32.09,1761.62,4974.56,19.95,44,0
174,37,93,140,9,5,30,21,15,0.54,3,10,9,16.61,340.01,242.09,59.9,19,0
2557,6,31,167,11,0,2,30,1,0.194,19,9,10,15.76,394.83,646.63,26.36,8,0
1429,7,64,54,5,21,27,11,13,0.477,0,19,5,26.41,485.04,2221.62,14.42,33,0
4077,25,71,108,7,33,2,22,25,0.635,3,14,12,42.95,1236.96,4373.05,1.84,30,1
804,33,33,170,1,55,13,47,19,0.027,2,17,0,83.35,665.68,2780.58,84.05,18,0
3195,55,85,43,6,10,17,25,9,0.574,9,24,11,9.42,2026.19,3664.39,97.15,46,0
4361,58,2,109,8,2,26,3,18,0.202,0,13,14,87.03,425.35,2123.58,70.33,30,1
2826,7,18,195,1,41,9,30,23,0.758,3,24,2,88.0,1656.11,212.16,41.27,29,0
557,57,47,160,9,5,14,24,10,0.431,18,5,9,69.36,225.21,3242.58,12.2,46,1
1861,12,33,151,3,5,18,45,17,0.027,0,13,1,85.63,744.55,3173.67,47.51,23,0
2475,16,98,163,1,19,8,36,10,0.323,15,15,12,73.38,523.43,366.43,45.73,32,0
544,43,84,127,1,20,3,23,8,0.773,18,1,10,50.66,2001.3,862.7,41.99,17,0
2970,77,35,104,11,1,14,8,18,0.584,19,18,8,57.47,83.87,2386.02,37.83,20,1
4151,7,51,9,6,25,7,4,19,0.24,17,4,4,60.05,1486.89,2238.72,49.68,30,0
4800,51,18,99,11,30,0,39,28,0.46,1,10,5,12.93,531.41,3764.56,7.32,38,1
4135,73,88,147,6,25,6,43,9,0.479,5,10,1,19.15,1667.48,1943.19,3.83,41,1
2388,32,72,108,1,55,30,31,29,0.019,0,20,7,50.2,659.43,3319.87,6.4,40,0
3867,75,30,107,3,31,17,29,25,0.143,18,24,5,11.83,409.57,3525.07,20.0,42,1
4515,8,44,139,7,9,11,36,2,0.441,4,18,10,91.71,1429.17,3228.57,27.81,3,0
2721,72,53,189,10,22,29,13,2,0.322,1,17,11,48.67,551.27,2984.67,16.95,25,1
991,45,10,145,3,57,32,41,23,0.152,0,7,7,36.73,1010.86,4030.36,25.19,32,1
1186,59,87,93,3,5,6,9,7,0.618,15,22,7,15.81,297.17,3288.96,18.58,43,0
4949,4,52,62,3,22,27,21,28,0.391,1,11,13,40.15,1492.79,4172.58,15.07,32,0
2794,67,49,83,7,27,2,3,28,0.248,3,8,14,29.43,852.18,3187.06,29.3,48,1
2002,29,11,24,4,48,5,25,5,0.129,2,2,0,9.27,315.41,803.28,39.75,19,0
873,29,66,11,4,29,30,25,19,0.489,16,5,6,91.9,1527.06,1554.13,74.43,40,0
4166,28,58,148,3,13,37,12,0,0.533,14,20,1,25.91,240.38,1658.47,95.55,7,0
3756,77,90,24,10,36,14,29,19,0.536,9,20,14,65.9,1190.84,478.64,91.9,35,1
3789,79,36,10,11,54,6,11,23,0.176,11,23,10,9.58,1256.69,3464.61,47.59,7,1
594,44,33,63,9,31,29,11,5,0.476,11,0,7,86.84,1907.59,2979.6,46.13,30,0
3281,4,47,125,2,48,26,49,1,0.724,19,16,11,56.53,336.38,2952.88,12.57,21,0
1168,9,13,49,4,33,16,26,18,0.283,6,2,1,62.75,1349.15,2397.8,97.17,41,0
1735,5,40,189,8,40,17,14,27,0.169,9,17,3,74.49,799.63,2720.19,76.01,49,0
4797,56,89,88,6,43,21,16,6,0.618,4,17,1,57.96,840.04,50.36,84.76,46,0
4953,50,68,98,7,50,25,10,10,0.142,19,1,12,7.67,1043.68,490.28,23.42,18,0
3874,75,42,115,7,21,26,31,10,0.203,19,3,6,41.38,503.31,3419.93,40.11,19,1
2511,15,19,95,2,30,39,31,3,0.081,10,0,4,25.63,961.75,1314.72,10.26,22,0
2680,32,82,176,4,6,23,36,19,0.214,1,9,12,46.75,1416.68,548.48,94.08,23,0
3144,28,94,13,10,40,7,10,15,0.328,15,24,10,39.01,953.54,1649.99,28.58,42,0
3071,22,19,0,10,20,20,26,4,0.051,11,4,12,78.69,117.7,1279.87,59.6,23,0
24,17,58,24,6,15,28,20,23,0.697,15,4,10,24.22,551.78,156.57,15.22,35,0
4889,59,23,186,3,19,20,44,29,0.411,3,8,8,19.92,740.54,2058.68,80.28,8,0
896,71,54,71,9,42,2,9,29,0.47,1,13,4,91.06,747.12,144.88,18.63,39,1
1011,57,80,68,4,43,30,15,6,0.297,9,20,10,90.25,195.31,11.95,80.94,15,0
4162,26,65,132,10,46,26,9,24,0.536,12,12,7,94.39,938.33,3964.44,40.18,26,1
4384,25,12,104,2,49,26,7,15,0.345,18,12,1,54.43,1426.97,1581.71,57.78,44,0
4485,10,24,146,6,18,8,26,14,0.609,14,23,2,11.64,130.12,2842.26,26.97,36,0
655,45,34,22,1,47,32,24,4,0.657,0,0,5,83.74,1545.86,1495.78,88.28,12,0
1713,11,53,8,6,31,32,12,0,0.537,16,16,10,14.64,1957.49,4650.82,75.99,1,0
1702,77,8,117,10,14,25,20,19,0.393,19,19,6,15.63,50.83,3648.61,35.43,11,1
4772,53,18,93,1,4,27,14,21,0.626,3,7,13,19.18,422.48,1852.16,58.54,40,1
139,72,57,177,8,10,30,22,21,0.395,19,2,9,62.42,1127.67,1061.03,12.9,32,1
850,68,5,143,5,14,0,16,8,0.089,8,16,7,11.08,471.59,697.65,16.05,22,1
3695,28,26,32,6,28,19,29,25,0.093,5,11,14,74.16,1573.49,3814.47,53.37,13,0
1389,75,30,129,2,49,11,32,28,0.759,2,24,2,6.48,661.26,2270.65,64.06,38,0
760,65,54,13,2,44,16,19,20,0.171,1,24,6,11.38,623.95,1167.5,55.74,48,0
136,49,13,0,9,3,14,35,4,0.653,17,24,7,41.84,33.86,4598.93,55.94,29,0
2858,47,83,89,3,48,33,43,21,0.197,18,24,9,36.64,576.57,1956.58,74.23,45,0
1170,52,29,185,6,35,15,32,26,0.345,6,17,14,94.03,470.82,2722.03,90.24,48,0
1951,54,3,88,10,47,3,20,5,0.524,2,13,5,91.89,723.97,4290.42,38.76,33,1
1032,60,90,143,5,22,7,40,2,0.127,17,10,3,18.83,329.68,4168.54,53.69,8,0
1684,57,58,89,4,14,33,20,5,0.59,19,15,12,89.99,1230.81,3193.39,89.3,14,0
1101,47,76,174,10,45,24,8,7,0.552,19,3,5,66.07,513.3,4444.23,46.43,23,0
4749,31,2,171,2,43,14,35,27,0.434,18,17,8,39.43,1708.81,4760.97,44.51,47,1
532,46,75,13,8,2,27,42,5,0.453,8,6,2,70.53,605.67,4676.22,76.65,40,0
2869,26,28,151,10,31,8,13,15,0.085,15,10,14,85.61,457.11,1751.55,87.73,24,0
579,5,82,110,7,9,1,41,27,0.349,5,15,1,17.93,146.41,1991.88,73.77,35,0
3692,52,77,182,11,39,16,6,15,0.069,11,15,4,19.42,1523.65,1210.11,10.01,31,0
4603,75,86,142,2,37,9,47,26,0.246,5,2,6,39.42,1056.55,4185.78,46.48,46,1
3363,54,76,82,6,21,8,16,20,0.72,12,24,2,16.91,261.39,617.9,21.2,20,0
4090,33,2,71,8,13,30,5,2,0.46,4,22,4,34.88,478.21,1781.87,31.73,41,1
4819,50,7,161,7,16,1,45,16,0.594,12,23,3,61.7,2045.42,58.57,46.88,38,1
1490,38,26,129,1,20,23,34,20,0.459,19,8,10,77.4,1656.95,2977.28,22.15,5,0
600,27,90,26,5,50,18,6,5,0.155,6,7,6,29.38,737.34,3295.34,51.59,46,0
2314,15,88,73,2,47,16,33,29,0.476,11,6,1,27.48,1125.79,1252.45,64.33,24,0
3167,61,76,98,6,14,9,15,5,0.604,3,24,11,74.3,870.69,3686.29,87.49,1,0
4269,21,16,71,7,57,27,15,29,0.111,4,16,10,36.82,105.36,1913.87,21.15,30,0
1699,46,23,22,7,14,37,14,21,0.654,15,10,12,77.94,1601.81,1565.44,31.06,29,1
3526,69,40,67,3,0,27,39,18,0.444,3,3,6,94.38,1477.44,4781.27,40.58,14,1
2764,6,60,141,7,23,0,5,19,0.003,7,3,11,93.09,856.15,2947.58,22.45,17,0
3376,38,73,190,5,54,2,26,14,0.416,15,4,1,63.29,1737.33,1269.07,33.2,31,0
4065,62,32,116,8,54,14,48,18,0.317,7,7,2,36.27,1110.03,4916.38,88.34,13,1
1263,62,15,105,8,11,9,17,1,0.237,16,9,4,7.16,163.46,1943.87,13.87,17,1
3138,78,13,92,7,9,20,43,7,0.617,13,16,6,70.38,554.96,3242.67,44.37,34,1
2161,74,5,64,6,45,36,47,6,0.72,11,5,12,92.93,962.93,3622.03,31.1,21,1
3079,46,75,67,2,41,14,16,26,0.61,2,8,5,7.39,240.55,2117.26,7.72,13,0
4568,13,74,127,6,41,22,35,7,0.677,19,9,11,1.58,1183.3,2684.22,9.61,37,0
2979,3,52,62,11,51,13,38,12,0.727,1,7,6,79.19,275.07,1206.51,78.49,13,0
2285,6,77,112,9,30,14,23,21,0.73,12,14,10,10.61,436.22,2334.45,85.23,33,0
2499,8,41,89,2,10,9,13,26,0.092,10,17,5,8.67,1834.27,1560.89,74.14,21,0
4666,44,53,80,1,53,8,33,14,0.365,11,22,12,86.57,2047.62,2741.82,53.92,15,0
1655,33,50,102,11,15,38,29,11,0.0,17,4,11,8.48,1141.31,3352.75,77.27,47,0
1777,75,15,191,5,8,4,46,14,0.405,8,17,0,11.72,1281.21,3073.89,15.2,48,1
4472,77,7,159,11,46,24,34,13,0.739,6,0,14,54.54,1639.62,3885.82,78.02,15,1
2090,50,40,115,6,13,25,34,6,0.159,5,1,4,72.14,1435.42,217.23,42.35,15,0
2869,11,28,12,3,18,7,27,16,0.512,13,9,11,38.56,399.85,402.2,75.03,39,0
3271,28,32,193,8,30,21,15,25,0.516,17,5,0,40.54,861.93,1034.52,22.77,37,1
3750,70,99,123,7,8,24,9,4,0.128,13,23,6,60.47,1110.79,4929.15,83.25,17,0
2509,41,15,146,2,35,11,26,19,0.191,4,18,3,48.51,757.18,4003.34,56.81,22,0
1651,16,85,151,7,52,8,3,9,0.37,19,20,4,2.75,387.03,4621.36,0.73,45,0
2836,68,70,87,1,38,9,36,18,0.151,12,10,0,11.68,1516.0,1367.73,51.93,47,0
1035,48,65,10,9,53,9,47,17,0.468,0,17,7,55.67,432.87,2873.54,31.03,39,0
1368,56,4,186,7,25,8,5,29,0.388,11,15,14,75.6,557.14,2778.88,5.75,17,1
4631,64,11,14,6,7,25,20,29,0.415,18,7,3,72.73,609.62,2851.9,44.73,45,1
3107,59,26,9,2,23,34,20,24,0.108,9,3,2,70.57,358.15,3590.66,31.15,48,1
2859,62,61,40,3,7,26,5,23,0.414,4,10,0,73.5,1744.7,1975.96,20.44,21,1
355,76,37,154,1,18,30,10,9,0.04,19,9,3,5.18,1263.0,3389.28,34.91,39,0
4612,11,23,187,10,46,18,16,1,0.705,5,15,2,85.14,1714.85,3944.3,17.96,29,1
915,18,93,72,5,47,37,25,5,0.275,11,11,7,84.59,1027.36,1452.48,29.98,47,0
3566,19,85,51,9,29,5,44,2,0.685,2,21,8,51.0,1079.44,4729.26,11.53,41,0
871,55,91,127,6,57,14,25,18,0.561,13,2,11,24.37,1274.15,2595.06,8.43,41,1
1707,26,40,27,5,21,28,30,4,0.613,3,10,4,56.66,779.77,3666.49,91.0,17,0
1951,6,77,64,3,54,4,14,6,0.252,16,23,8,53.44,1033.11,3647.34,90.28,17,0
3766,4,23,16,5,8,13,22,6,0.182,16,15,0,21.96,1134.58,2830.56,82.8,40,0
2447,29,16,94,8,57,1,43,26,0.325,13,23,6,57.69,1954.34,1620.19,23.03,0,1
1588,59,94,171,2,57,22,28,9,0.019,14,2,10,75.95,1811.94,3338.03,72.59,47,0
4020,17,61,137,5,43,18,30,0,0.735,6,24,13,76.77,292.56,445.55,58.97,41,0
2758,43,68,62,6,47,23,19,10,0.31,3,9,6,6.61,115.23,4907.36,5.12,14,0
3518,66,80,174,10,3,19,38,22,0.791,16,20,5,19.53,1403.55,928.15,89.96,4,0
3933,34,31,37,8,36,26,42,6,0.609,5,15,3,63.81,131.18,1384.38,99.8,26,0
1086,8,53,69,8,7,23,20,5,0.064,10,24,12,81.82,153.67,4772.65,70.87,16,0
4400,13,25,103,5,0,16,35,5,0.528,11,6,10,49.99,353.08,940.84,23.15,40,0
2464,8,44,52,9,27,24,22,12,0.217,14,14,8,67.51,741.04,858.76,55.44,31,0
4127,65,12,171,4,5,30,15,15,0.195,11,14,13,2.98,908.95,4024.63,10.94,37,1
3393,43,90,118,9,46,27,11,12,0.205,10,9,2,58.19,1079.07,1263.93,29.88,25,0
3989,39,97,73,11,35,27,34,1,0.733,16,2,10,91.42,2032.45,482.69,71.73,1,0
2566,59,92,53,7,52,21,24,18,0.4,7,5,14,63.14,808.63,1140.95,30.11,27,0
773,44,9,19,6,10,4,6,18,0.536,11,17,10,87.69,521.39,4442.98,14.72,44,1
2102,9,12,78,4,4,7,17,28,0.225,8,21,0,54.2,1191.71,1408.79,0.75,22,0
2794,37,69,30,2,49,37,28,18,0.418,10,4,14,80.28,465.74,3478.35,57.25,49,0
2916,74,54,134,8,23,27,31,17,0.28,2,15,1,12.67,1928.14,1981.74,96.87,19,0
4205,36,54,57,6,46,11,36,24,0.257,6,12,2,12.61,554.66,1317.97,48.41,35,0
795,28,28,104,3,17,24,9,5,0.198,2,2,1,12.3,2027.71,728.8,21.26,41,0
1645,42,56,9,7,19,37,10,1,0.327,15,14,5,46.95,876.04,4861.24,46.33,21,0
3089,43,99,9,10,27,14,21,18,0.528,9,22,12,32.04,1670.37,2610.37,60.21,10,0
437,42,69,38,7,12,33,34,25,0.178,6,19,14,68.6,1338.93,582.63,80.14,27,0
134,66,98,155,6,4,12,31,5,0.772,19,5,13,85.85,1913.92,1002.08,45.27,44,1
636,55,98,157,2,29,7,29,19,0.1,14,24,6,59.22,1292.86,2042.41,17.3,21,0
3994,72,77,36,8,0,12,43,22,0.384,9,21,4,21.04,1203.74,2725.41,18.8,16,1
3287,48,58,118,1,21,35,43,21,0.068,11,3,4,88.5,1348.15,917.17,89.97,30,0
845,22,78,66,1,17,5,11,14,0.018,17,14,6,50.62,1617.51,1395.86,23.62,10,0
1536,27,75,42,6,45,37,33,5,0.738,8,17,5,68.67,1844.06,3920.69,72.8,35,0
3166,67,42,51,5,4,31,46,27,0.648,8,8,11,84.71,569.9,2093.23,26.89,13,1
432,13,38,100,9,30,20,1,2,0.555,3,19,7,94.04,436.99,17.0,72.06,34,0
748,45,68,55,7,5,6,21,10,0.692,4,3,8,48.57,101.25,279.16,7.84,22,0
3368,10,53,75,2,26,25,23,7,0.642,6,15,1,76.96,778.08,2202.25,20.74,28,0
2828,9,33,67,7,55,14,9,24,0.518,6,17,11,54.29,1737.91,309.99,40.87,22,0
695,54,71,136,3,24,22,1,21,0.678,10,4,1,46.73,172.83,877.78,51.53,43,0
3485,27,56,105,1,28,37,21,17,0.313,9,12,14,51.54,1117.66,3642.1,35.3,35,0
2524,34,72,124,11,27,14,22,16,0.442,10,5,0,46.52,1432.69,2407.12,57.35,15,0
2987,1,51,91,8,15,39,4,18,0.621,17,21,6,40.58,1719.1,2417.49,32.54,38,0
2806,32,74,22,3,53,15,1,18,0.068,11,18,10,69.03,1208.2,2995.11,67.84,19,0
1142,71,43,190,11,52,31,10,23,0.687,15,11,14,24.47,407.62,3944.71,51.12,24,1
4099,67,15,108,8,11,36,15,20,0.125,3,14,13,58.94,1976.51,801.34,70.51,18,1
1591,20,38,60,7,19,17,36,16,0.692,16,8,3,68.02,222.82,873.51,43.1,25,0
2163,35,15,167,2,17,19,29,26,0.249,16,6,14,84.86,1582.3,615.81,87.65,31,0
1707,78,5,43,1,33,1,46,3,0.261,4,13,8,32.2,206.5,4684.78,38.21,49,1
4152,17,93,151,7,54,22,5,6,0.059,12,18,5,81.9,321.13,2890.68,30.81,20,0
3871,18,83,178,1,52,29,29,4,0.709,2,19,11,89.86,1842.8,472.28,55.71,8,0
3460,45,54,185,6,22,2,47,25,0.14,16,15,6,61.98,1550.2,1111.02,50.92,42,0
3786,53,51,160,11,44,38,47,28,0.504,10,22,12,73.51,768.86,3630.69,51.81,18,1
2346,68,10,15,10,26,0,27,15,0.515,0,23,6,39.14,1319.67,154.67,79.61,48,1
2934,65,12,21,11,48,21,25,5,0.225,17,21,7,90.5,953.81,3631.02,58.86,20,1
4988,1,4,56,10,16,28,16,13,0.789,16,3,3,64.06,166.14,4558.21,88.53,17,0
3972,58,95,61,8,47,13,16,25,0.051,8,11,2,30.15,1485.79,291.35,61.91,5,0
615,26,18,106,7,20,27,36,19,0.486,19,17,2,39.0,1570.72,940.24,2.17,34,0
748,20,80,70,4,49,20,25,1,0.384,6,7,9,59.07,1810.8,21.87,87.04,13,0
1385,10,36,89,1,39,31,41,24,0.196,4,16,7,23.01,1121.92,554.06,83.98,8,0
4512,59,25,71,1,30,5,1,17,0.131,15,24,11,71.87,1389.05,3088.79,4.88,34,1
718,75,87,69,4,2,0,5,17,0.59,6,23,14,22.12,915.11,233.64,12.53,1,0
415,41,76,29,5,16,20,41,12,0.733,12,2,12,56.63,674.92,2134.92,55.64,5,0
4191,5,98,102,7,49,3,20,27,0.086,12,3,14,66.52,861.99,2521.97,4.29,34,0
4380,65,36,150,4,57,2,5,17,0.155,14,9,2,81.82,1870.09,4534.08,41.12,24,1
2522,17,67,31,10,25,29,36,16,0.789,16,15,7,69.99,362.97,2376.71,97.54,8,0
1839,22,9,85,1,22,30,29,12,0.012,16,19,1,76.09,532.98,721.3,17.28,49,0
737,41,61,56,11,5,33,48,27,0.407,18,1,14,86.82,1254.08,1453.57,20.61,30,0
2802,68,53,108,10,27,18,34,11,0.413,9,11,4,57.19,266.42,3364.25,67.63,6,0
4966,69,18,8,7,7,19,48,2,0.211,1,15,4,80.55,1830.0,569.46,4.4,27,1
3597,11,43,30,2,54,22,18,21,0.53,13,9,6,22.8,127.23,1166.4,82.07,1,0
163,56,35,70,11,57,39,2,6,0.756,2,4,4,77.58,1554.71,4978.93,19.9,0,1
3160,51,63,136,2,44,24,16,0,0.36,6,11,8,21.84,785.44,37.62,53.16,36,0
4511,21,98,12,8,7,14,29,29,0.6,10,2,2,88.86,135.15,769.39,24.88,23,0
2958,76,78,185,10,18,37,33,4,0.517,16,11,8,32.02,1731.34,4219.99,65.89,34,1
3656,26,4,130,10,37,22,16,20,0.378,14,0,0,17.15,1323.17,515.9,58.72,6,0
3242,19,93,34,10,28,1,35,0,0.04,18,1,2,14.93,49.86,177.87,94.64,37,0
1187,60,41,20,5,22,14,47,3,0.593,10,10,3,18.6,571.35,615.35,44.56,28,0
2636,71,45,63,10,46,34,43,25,0.291,14,11,5,43.07,741.72,3471.05,87.49,0,0
1082,47,50,94,2,31,9,42,0,0.18,14,6,9,50.08,682.32,4965.62,57.58,29,0
2176,71,79,179,5,9,13,17,12,0.759,5,0,7,86.9,1036.66,2957.27,91.45,45,0
3002,26,28,33,8,26,26,4,13,0.619,14,12,6,36.82,1094.03,630.34,29.18,31,1
3314,40,42,120,6,48,13,49,14,0.77,8,12,7,21.44,831.86,927.06,54.98,9,0
4749,5,80,162,3,0,34,4,16,0.205,4,1,5,70.92,700.85,2693.03,39.0,33,0
1176,21,76,14,8,38,32,25,11,0.669,18,9,5,13.66,1048.89,3581.13,6.59,10,0
752,78,69,119,9,28,0,33,6,0.486,4,22,13,84.87,99.77,3317.93,57.43,47,1
4350,4,98,95,5,58,33,14,22,0.785,12,0,5,39.48,1332.73,2877.89,79.42,48,0
4866,23,1,5,2,44,18,24,18,0.757,17,6,2,58.7,1253.66,4931.49,55.62,36,1
973,15,39,108,2,2,23,11,22,0.778,19,12,13,18.5,594.91,998.19,27.93,26,0
2559,8,96,96,7,50,3,25,2,0.761,16,23,9,14.68,393.9,872.79,26.38,49,0
3344,41,90,31,1,46,35,28,17,0.006,14,1,14,76.09,179.14,4296.72,23.78,47,0
3321,19,17,179,10,36,12,7,25,0.593,13,19,3,41.39,1216.09,1461.2,97.96,9,0
1562,46,91,82,2,30,31,49,3,0.218,15,6,10,93.75,1178.9,1669.31,39.92,37,0
1211,28,88,155,10,10,8,36,29,0.564,3,16,5,50.28,1107.17,2747.85,31.69,21,0
3013,68,35,117,4,21,38,10,25,0.784,16,21,12,80.49,2019.01,1912.56,41.85,23,1
2701,15,46,191,1,17,15,49,2,0.031,19,4,6,93.12,1103.59,1445.33,11.58,7,0
1237,37,42,78,4,34,2,36,11,0.454,13,10,2,27.43,1487.13,4586.7,19.6,5,0
1560,1,39,77,11,5,19,31,22,0.588,17,21,3,76.28,259.64,655.08,50.89,3,0
3256,67,90,146,10,2,9,19,27,0.203,5,23,5,3.07,634.73,2027.41,79.88,4,0
2406,24,49,106,5,4,21,18,11,0.18,7,10,0,64.9,587.3,24.81,87.64,5,0
3739,27,62,125,9,8,2,49,16,0.048,8,10,10,71.05,1193.17,4039.19,86.6,46,0
1408,40,38,14,1,27,10,6,5,0.075,0,16,14,45.87,698.92,850.41,94.48,31,0
1876,63,23,133,5,18,24,28,14,0.525,12,18,6,16.24,1324.39,3867.22,12.58,37,1
1385,61,22,72,2,27,7,7,29,0.404,2,24,12,58.97,1423.22,751.53,4.1,19,1
519,36,4,100,9,26,8,38,1,0.024,5,7,14,85.37,99.92,2089.53,10.57,39,1
1700,24,49,97,6,12,14,12,7,0.776,16,19,10,88.54,1321.75,3643.64,60.07,44,0
530,24,59,165,2,37,31,41,13,0.525,7,13,0,71.13,267.44,1361.34,55.61,35,0
4332,4,73,25,3,42,2,34,4,0.412,5,9,10,25.79,969.71,1576.45,67.12,48,0
1344,67,68,91,8,52,3,25,2,0.218,15,24,12,82.81,1496.78,3339.94,37.11,13,0
1175,34,71,124,1,20,29,17,9,0.526,0,6,11,84.55,1449.94,946.63,39.16,49,0
1847,57,87,178,3,26,12,33,6,0.291,9,1,12,35.52,636.44,4759.4,54.56,46,0
3161,49,2,72,10,45,20,23,29,0.562,17,16,11,18.2,581.09,952.05,7.91,18,1
3506,53,49,122,1,5,18,9,10,0.546,13,0,12,83.22,919.5,3752.48,79.99,10,0
1830,23,88,52,11,37,38,6,14,0.074,4,12,9,84.2,412.35,4014.97,92.29,38,0
2943,69,95,183,11,48,21,2,1,0.727,16,18,10,10.49,1996.99,1878.11,38.73,0,1
2234,53,31,186,8,10,19,38,4,0.39,13,13,14,91.9,727.35,789.63,73.96,34,0
4206,62,40,197,1,46,36,9,10,0.314,17,17,10,51.11,1892.75,837.86,54.88,18,1
733,41,48,77,5,40,30,3,7,0.764,3,19,8,94.41,1863.06,4927.4,23.6,32,0
3622,57,51,91,4,52,9,16,12,0.351,19,13,9,42.83,767.54,3629.8,6.78,31,1
4154,60,43,185,7,16,17,25,10,0.577,1,14,8,51.13,544.23,2255.74,24.59,35,1
3542,54,98,87,5,55,38,24,16,0.524,6,13,10,26.01,1586.0,1294.18,60.49,23,0
4288,70,55,12,8,38,19,47,14,0.132,6,23,8,85.5,494.43,104.36,4.02,42,1
4768,57,88,42,11,6,17,29,0,0.793,6,4,3,42.71,1082.83,3355.61,83.62,6,1
4869,10,49,75,1,29,10,44,18,0.371,12,15,1,77.57,255.15,4785.01,97.03,6,0
1263,40,90,50,5,20,21,40,15,0.316,18,4,6,8.5,810.04,543.15,8.35,45,0
3729,7,80,18,4,0,17,26,18,0.736,5,21,12,75.1,189.56,3774.91,24.67,46,0
1101,38,57,148,3,24,33,38,12,0.423,19,12,3,47.08,603.41,774.65,67.56,4,0
